train_idx,client_ID,gender,age,martial_status,location,products_count,monthly_count,mean_spending,label
6730,c-815497904495,F,30-34,Single,City,7,1,33.38,4
6731,c-613901442544,F,60-64,Married,City,185,7,52.27,2
6732,c-774980346637,F,35-39,Married,City,296,4,118.14,2
6733,c-703706110647,F,70-74,Divorced,Town,197,8,68.95,2
6734,c-906757616828,M,45-49,Single,City,70,4,35.87,4
6735,c-774980346637,F,45-49,Divorced,City,91,4,39.1,4
6736,c-049306088808,M,40-44,Married,City,121,12,26.51,4
6737,c-815497904495,F,30-34,Married,Town,134,1,121.05,4
6738,c-430835412706,F,40-44,Divorced,City,42,6,16.1,4
6739,c-806510684472,M,60-64,Married,City,64,1,113.29,2
6740,c-150655618403,M,45-49,Divorced,City,380,3,183.04,2
6741,c-877784920462,M,80-84,Married,Town,58,5,31.86,4
6742,c-341030744603,F,55-59,Divorced,City,35,9,6.38,3
6743,c-705161154877,M,60-64,Divorced,Town,18,10,4.72,3
6744,c-703706110647,F,80-84,Divorced,City,43,8,9.04,3
6745,c-714148374900,F,85-89,Widowed,Town,34,10,6.2,4
6746,c-150655618403,M,50-54,Married,City,136,3,140.25,1
6747,c-221929854393,M,65-69,Married,City,129,7,51.12,2
6748,c-583836154097,Other,45-49,Single,City,280,10,49.85,3
6749,c-314814316308,Other,65-69,Married,City,46,1,85.23,2
6750,c-613901442544,F,70-74,Married,City,237,7,50.6,2
6751,c-168054532027,M,65-69,Married,City,176,16,23.52,4
6752,c-430835412706,F,35-39,Single,Town,75,6,18.13,4
6753,c-785422610890,F,85-89,Married,City,94,14,12.51,4
6754,c-906757616828,M,30-34,Divorced,Town,87,4,37.21,4
6755,c-956953784394,Other,30-34,Single,Town,65,11,9.44,3
6756,c-150655618403,M,25-29,Single,City,8,3,20.0,0
6757,c-221929854393,M,50-54,Single,City,152,7,32.74,4
6758,c-774980346637,F,45-49,Divorced,Town,76,4,36.67,4
6759,c-613901442544,F,65-69,Married,City,129,7,51.54,2
6760,c-339575700373,M,25-29,Single,City,16,9,4.35,0
6761,c-439822632729,M,55-59,Married,City,128,6,87.02,1
6762,c-774980346637,F,75-79,Married,City,101,4,82.8,1
6763,c-222462011894,M,70-74,Widowed,City,126,2,129.61,4
6764,c-339575700373,M,45-49,Married,City,104,9,31.72,4
6765,c-213474791871,F,50-54,Married,Town,147,2,123.66,2
6766,c-222462011894,M,40-44,Married,City,163,2,127.59,2
6767,c-978031852818,M,45-49,Married,City,172,8,68.05,1
6768,c-632431874657,F,20-24,Single,City,23,12,5.53,0
6769,c-815497904495,F,20-24,Single,City,3,1,13.93,0
6770,c-876329876232,F,90-94,Widowed,City,84,13,11.16,3
6771,c-221929854393,M,50-54,Divorced,City,484,7,112.67,2
6772,c-774980346637,F,20-24,Single,Town,21,4,19.57,0
6773,c-613901442544,F,55-59,Married,City,268,7,68.18,2
6774,c-072018911972,Other,35-39,Divorced,City,53,12,9.25,3
6775,c-150655618403,M,85-89,Married,City,81,3,86.89,1
6776,c-815497904495,F,35-39,Single,Town,28,1,33.16,4
6777,c-806510684472,M,40-44,Married,City,39,1,122.71,1
6778,c-886772140485,F,60-64,Married,Town,109,5,57.5,2
6779,c-806510684472,M,15-19,Single,City,3,1,18.17,0
6780,c-774980346637,F,85-89,Widowed,Town,26,4,13.18,4
6781,c-703706110647,F,75-79,Married,City,168,8,38.37,4
6782,c-072018911972,Other,65-69,Divorced,City,165,12,24.56,4
6783,c-876329876232,F,40-44,Married,City,150,13,29.63,4
6784,c-703706110647,F,55-59,Married,City,283,8,64.63,2
6785,c-213474791871,F,40-44,Married,Town,47,2,143.84,1
6786,c-886772140485,F,45-49,Single,Town,49,5,19.89,4
6787,c-906757616828,M,35-39,Married,City,220,4,128.0,2
6788,c-150655618403,M,50-54,Married,City,279,3,163.1,2
6789,c-906757616828,M,45-49,Married,Town,201,4,114.53,2
6790,c-906757616828,M,30-34,Married,City,392,4,122.1,4
6791,c-774980346637,F,35-39,Single,City,28,4,29.65,4
6792,c-213474791871,F,35-39,Married,City,43,2,116.19,2
6793,c-774980346637,F,40-44,Married,City,326,4,144.41,2
6794,c-785432616048,Other,50-54,Divorced,City,106,4,38.82,4
6795,c-776435390867,M,30-34,Single,City,39,14,4.93,3
6796,c-341030744603,F,70-74,Divorced,City,155,9,35.46,3
6797,c-886772140485,F,45-49,Married,City,246,5,87.29,2
6798,c-341030744603,F,75-79,Divorced,City,64,9,11.36,4
6799,c-806510684472,M,40-44,Married,City,34,1,112.01,1
6800,c-906757616828,M,60-64,Widowed,City,325,4,122.73,4
6801,c-058303313989,Other,80-84,Married,City,106,2,62.16,2
6802,c-806510684472,M,15-19,Single,City,9,1,15.59,4
6803,c-995430766442,M,60-64,Divorced,City,80,11,13.41,3
6804,c-806510684472,M,70-74,Divorced,City,6,1,18.78,1
6805,c-806510684472,M,65-69,Divorced,City,35,1,33.15,4
6806,c-815497904495,F,35-39,Single,City,21,1,35.5,4
6807,c-906757616828,M,45-49,Married,City,318,4,113.05,2
6808,c-906757616828,M,30-34,Married,City,223,4,116.14,4
6809,c-430835412706,F,35-39,Married,Town,133,6,62.15,2
6810,c-774980346637,F,65-69,Divorced,City,68,4,29.55,4
6811,c-886772140485,F,40-44,Married,City,207,5,64.26,2
6812,c-542627206554,F,75-79,Widowed,City,19,3,31.72,1
6813,c-213474791871,F,25-29,Single,City,5,2,17.87,0
6814,c-532184942301,F,50-54,Married,Town,205,15,26.99,4
6815,c-774980346637,F,40-44,Divorced,City,207,4,165.14,1
6816,c-774980346637,F,20-24,Single,Town,53,4,21.26,4
6817,c-542627206554,F,45-49,Single,City,286,3,180.93,4
6818,c-268301464383,M,40-44,Married,City,248,13,29.94,4
6819,c-542627206554,F,85-89,Divorced,City,16,3,19.82,1
6820,c-222462011894,M,55-59,Married,Town,48,2,140.23,1
6821,c-603459178291,F,55-59,Married,City,284,11,37.36,4
6822,c-815497904495,F,35-39,Single,Town,58,1,155.93,4
6823,c-613901442544,F,40-44,Married,City,393,7,85.17,2
6824,c-995430766442,M,50-54,Married,City,284,11,33.97,4
6825,c-886772140485,F,50-54,Divorced,City,67,5,20.66,4
6826,c-542627206554,F,25-29,Married,City,113,3,80.75,0
6827,c-150655618403,M,15-19,Single,City,18,3,16.13,0
6828,c-150655618403,M,30-34,Single,City,39,3,33.93,4
6829,c-221929854393,M,45-49,Married,City,235,7,79.72,2
6830,c-213474791871,F,85-89,Divorced,City,4,2,9.78,1
6831,c-806510684472,M,40-44,Married,City,13,1,122.32,1
6832,c-150655618403,M,60-64,Married,City,96,3,113.6,1
6833,c-096780296037,M,60-64,Married,City,274,20,24.54,4
6834,c-150655618403,M,40-44,Married,City,174,3,105.69,2
6835,c-815497904495,F,75-79,Divorced,City,8,1,27.79,1
6836,c-221929854393,M,20-24,Single,City,43,7,9.19,4
6837,c-542627206554,F,40-44,Married,City,241,3,123.89,2
6838,c-774980346637,F,15-19,Single,City,25,4,12.86,0
6839,c-815497904495,F,30-34,Married,Town,16,1,119.27,4
6840,c-978031852818,M,70-74,Married,City,178,8,41.5,4
6841,c-714148374900,F,65-69,Widowed,City,64,10,10.69,3
6842,c-603459178291,F,40-44,Single,City,64,11,9.37,3
6843,c-806510684472,M,25-29,Single,Town,4,1,16.95,0
6844,c-906757616828,M,40-44,Married,City,274,4,125.06,2
6845,c-906757616828,M,35-39,Single,Town,90,4,31.33,4
6846,c-877784920462,M,15-19,Single,City,7,5,3.19,0
6847,c-806510684472,M,25-29,Married,City,17,1,71.18,0
6848,c-222462011894,M,25-29,Married,City,103,2,60.26,4
6849,c-613901442544,F,50-54,Divorced,City,112,7,20.71,4
6850,c-906757616828,M,15-19,Single,City,34,4,13.82,4
6851,c-705161154877,M,40-44,Married,City,216,10,34.72,4
6852,c-886772140485,F,70-74,Divorced,City,26,5,13.16,4
6853,c-268301464383,M,60-64,Married,Town,234,13,32.7,4
6854,c-168054532027,M,50-54,Married,City,178,16,24.2,4
6855,c-360663773955,F,75-79,Married,City,184,22,20.19,4
6856,c-906757616828,M,40-44,Married,City,314,4,109.68,2
6857,c-314814316308,Other,75-79,Divorced,City,22,1,30.0,4
6858,c-430835412706,F,45-49,Married,City,202,6,73.85,2
6859,c-613901442544,F,30-34,Single,City,78,7,16.61,4
6860,c-314814316308,Other,50-54,Married,City,75,1,133.01,2
6861,c-512561918107,Other,35-39,Single,City,34,6,17.14,4
6862,c-213474791871,F,25-29,Single,City,34,2,20.16,4
6863,c-886772140485,F,50-54,Married,City,245,5,89.13,2
6864,c-815497904495,F,50-54,Married,City,91,1,167.83,2
6865,c-978031852818,M,45-49,Married,Town,218,8,76.69,2
6866,c-314814316308,Other,55-59,Single,Town,15,1,37.44,4
6867,c-886772140485,F,45-49,Single,City,43,5,23.51,4
6868,c-430835412706,F,45-49,Married,City,228,6,88.13,2
6869,c-815497904495,F,20-24,Single,Town,4,1,18.14,0
6870,c-877784920462,M,70-74,Married,City,141,5,41.42,4
6871,c-970669382377,Other,45-49,Single,City,350,3,193.7,4
6872,c-703706110647,F,75-79,Divorced,Town,35,8,12.27,4
6873,c-806510684472,M,45-49,Divorced,City,206,1,170.88,2
6874,c-049306088808,M,75-79,Married,Town,120,12,21.73,4
6875,c-774980346637,F,45-49,Married,City,123,4,109.67,1
6876,c-886772140485,F,55-59,Married,City,123,5,70.85,2
6877,c-213474791871,F,25-29,Single,Town,28,2,22.86,4
6878,c-213474791871,F,25-29,Married,City,86,2,93.87,0
6879,c-774980346637,F,65-69,Married,City,318,4,106.24,2
6880,c-341030744603,F,80-84,Divorced,City,22,9,8.24,1
6881,c-805055640242,F,30-34,Single,City,97,17,8.33,3
6882,c-213474791871,F,60-64,Divorced,City,23,2,23.49,4
6883,c-150655618403,M,35-39,Single,City,481,3,175.62,4
6884,c-774980346637,F,35-39,Married,City,211,4,118.17,2
6885,c-906757616828,M,60-64,Divorced,City,49,4,28.49,4
6886,c-341030744603,F,55-59,Divorced,City,24,9,5.79,3
6887,c-430835412706,F,25-29,Single,City,38,6,11.88,4
6888,c-714148374900,F,35-39,Married,City,141,10,25.91,4
6889,c-058303313989,Other,70-74,Widowed,City,51,2,128.65,1
6890,c-314814316308,Other,35-39,Single,Town,20,1,35.51,4
6891,c-703706110647,F,55-59,Married,City,400,8,87.31,2
6892,c-877784920462,M,45-49,Married,City,123,5,74.52,1
6893,c-532184942301,F,35-39,Single,City,249,15,38.38,3
6894,c-542627206554,F,80-84,Married,City,108,3,80.85,2
6895,c-213474791871,F,15-19,Single,City,8,2,7.04,3
6896,c-886772140485,F,55-59,Married,City,110,5,71.04,1
6897,c-815497904495,F,45-49,Married,City,39,1,126.36,1
6898,c-339575700373,M,40-44,Married,Town,128,9,31.0,4
6899,c-613901442544,F,70-74,Divorced,City,68,7,25.88,4
6900,c-512561918107,Other,40-44,Married,City,344,6,88.9,2
6901,c-049306088808,M,55-59,Married,City,249,12,35.93,4
6902,c-613901442544,F,50-54,Married,City,318,7,85.41,2
6903,c-150655618403,M,20-24,Single,City,15,3,18.48,0
6904,c-562250230748,Other,85-89,Divorced,City,177,18,17.12,3
6905,c-906757616828,M,20-24,Single,City,17,4,23.8,0
6906,c-542627206554,F,70-74,Married,City,202,3,92.3,2
6907,c-430835412706,F,15-19,Single,Town,17,6,5.66,3
6908,c-222462011894,M,45-49,Married,City,234,2,153.01,2
6909,c-774980346637,F,60-64,Divorced,City,31,4,28.04,1
6910,c-222462011894,M,70-74,Divorced,City,51,2,42.13,4
6911,c-703706110647,F,25-29,Single,Town,21,8,6.78,0
6912,c-314814316308,Other,20-24,Single,City,17,1,19.36,4
6913,c-430835412706,F,65-69,Divorced,Town,68,6,17.94,4
6914,c-877784920462,M,50-54,Married,City,230,5,101.36,2
6915,c-774980346637,F,35-39,Single,City,87,4,36.47,4
6916,c-221929854393,M,15-19,Single,City,32,7,7.9,4
6917,c-430835412706,F,65-69,Divorced,City,32,6,11.94,4
6918,c-542627206554,F,20-24,Single,City,32,3,23.63,0
6919,c-460910706311,F,55-59,Married,City,339,19,34.91,4
6920,c-714148374900,F,60-64,Married,City,122,10,31.34,4
6921,c-612808850463,Other,70-74,Divorced,City,9,9,0.74,3
6922,c-774980346637,F,25-29,Married,Town,73,4,84.95,0
6923,c-970669382377,Other,60-64,Divorced,City,33,3,24.57,4
6924,c-815497904495,F,85-89,Divorced,City,23,1,109.85,1
6925,c-150655618403,M,30-34,Divorced,City,93,3,34.95,4
6926,c-995430766442,M,15-19,Single,City,25,11,4.91,0
6927,c-213474791871,F,50-54,Married,Town,212,2,165.91,2
6928,c-877784920462,M,70-74,Married,City,115,5,49.95,4
6929,c-906757616828,M,30-34,Single,City,61,4,31.76,4
6930,c-439822632729,M,55-59,Married,City,216,6,86.94,2
6931,c-714148374900,F,40-44,Married,City,171,10,35.83,4
6932,c-806510684472,M,15-19,Single,City,10,1,10.73,4
6933,c-542627206554,F,60-64,Married,City,82,3,104.91,1
6934,c-774980346637,F,40-44,Married,City,225,4,138.83,2
6935,c-705161154877,M,40-44,Divorced,City,201,10,57.04,2
6936,c-978031852818,M,70-74,Married,Town,251,8,49.13,4
6937,c-714148374900,F,60-64,Married,City,121,10,23.39,4
6938,c-612808850463,Other,30-34,Married,City,226,9,29.03,4
6939,c-970669382377,Other,50-54,Married,City,167,3,125.99,2
6940,c-213474791871,F,60-64,Divorced,City,11,2,28.76,1
6941,c-886772140485,F,40-44,Divorced,Town,76,5,19.09,4
6942,c-532184942301,F,65-69,Divorced,City,44,15,5.99,3
6943,c-877784920462,M,85-89,Divorced,City,50,5,16.29,4
6944,c-542627206554,F,75-79,Divorced,City,50,3,26.96,4
6945,c-150655618403,M,55-59,Married,City,94,3,151.4,1
6946,c-906757616828,M,30-34,Single,City,38,4,35.76,4
6947,c-542627206554,F,25-29,Single,City,28,3,21.94,0
6948,c-978031852818,M,80-84,Divorced,City,52,8,11.59,3
6949,c-150655618403,M,20-24,Single,City,47,3,22.95,4
6950,c-341030744603,F,40-44,Married,City,195,9,41.18,4
6951,c-439822632729,M,55-59,Married,City,283,6,77.66,2
6952,c-684083086453,Other,85-89,Married,City,97,13,15.87,4
6953,c-222462011894,M,20-24,Married,City,49,2,65.55,0
6954,c-815497904495,F,20-24,Single,City,5,1,27.06,0
6955,c-774980346637,F,45-49,Married,City,239,4,112.04,2
6956,c-150655618403,M,55-59,Married,City,244,3,152.41,2
6957,c-222462011894,M,50-54,Divorced,City,258,2,193.82,2
6958,c-295191292114,F,65-69,Widowed,City,415,20,39.43,3
6959,c-714148374900,F,30-34,Married,City,233,10,33.32,4
6960,c-978031852818,M,65-69,Married,City,232,8,56.98,2
6961,c-213474791871,F,15-19,Single,Town,3,2,11.46,0
6962,c-542627206554,F,85-89,Divorced,City,29,3,20.47,4
6963,c-774980346637,F,20-24,Single,City,51,4,18.06,4
6964,c-613901442544,F,55-59,Divorced,City,19,7,19.26,1
6965,c-150655618403,M,30-34,Single,Town,57,3,35.8,4
6966,c-714148374900,F,80-84,Widowed,City,107,10,20.07,4
6967,c-431938009945,F,55-59,Married,City,430,18,38.85,4
6968,c-632431874657,F,80-84,Divorced,City,29,12,5.22,3
6969,c-774980346637,F,45-49,Married,City,350,4,139.76,2
6970,c-430835412706,F,15-19,Single,City,8,6,3.01,0
6971,c-886772140485,F,15-19,Single,City,24,5,7.23,3
6972,c-906757616828,M,35-39,Married,City,164,4,125.26,2
6973,c-806510684472,M,15-19,Single,City,9,1,14.36,4
6974,c-705161154877,M,50-54,Widowed,Town,37,10,6.5,3
6975,c-876329876232,F,15-19,Single,City,37,13,6.48,0
6976,c-774980346637,F,30-34,Married,City,366,4,143.81,4
6977,c-815497904495,F,60-64,Married,Town,55,1,80.63,2
6978,c-542627206554,F,70-74,Married,City,192,3,108.53,2
6979,c-058303313989,Other,20-24,Single,City,10,2,20.33,0
6980,c-314814316308,Other,30-34,Married,City,22,1,108.9,4
6981,c-774980346637,F,45-49,Divorced,City,53,4,36.69,4
6982,c-806510684472,M,15-19,Single,City,9,1,8.08,4
6983,c-806510684472,M,30-34,Married,Town,35,1,102.97,4
6984,c-714148374900,F,70-74,Married,City,89,10,16.05,4
6985,c-613901442544,F,40-44,Married,City,287,7,81.87,2
6986,c-222462011894,M,25-29,Single,City,15,2,23.18,0
6987,c-213474791871,F,35-39,Married,Town,191,2,125.99,2
6988,c-906757616828,M,50-54,Divorced,City,117,4,38.4,4
6989,c-613901442544,F,45-49,Single,City,69,7,25.18,4
6990,c-906757616828,M,20-24,Single,City,64,4,24.86,4
6991,c-197027228393,M,40-44,Single,Town,66,17,7.12,3
6992,c-213474791871,F,25-29,Single,City,14,2,22.28,0
6993,c-222462011894,M,15-19,Single,Town,12,2,13.64,0
6994,c-886772140485,F,40-44,Single,City,34,5,15.03,4
6995,c-341030744603,F,80-84,Married,City,110,9,22.61,4
6996,c-613901442544,F,40-44,Single,City,56,7,12.05,4
6997,c-886772140485,F,15-19,Single,City,27,5,13.46,0
6998,c-439822632729,M,65-69,Single,City,236,6,80.15,4
6999,c-774980346637,F,50-54,Widowed,City,102,4,40.19,4
7000,c-703706110647,F,65-69,Divorced,Town,207,8,68.63,2
7001,c-613901442544,F,60-64,Married,City,171,7,62.89,2
7002,c-213474791871,F,80-84,Divorced,City,7,2,20.75,1
7003,c-430835412706,F,20-24,Single,Town,31,6,11.11,0
7004,c-150655618403,M,25-29,Single,City,38,3,18.78,4
7005,c-815497904495,F,20-24,Single,City,24,1,21.91,4
7006,c-221929854393,M,50-54,Married,Town,362,7,79.22,2
7007,c-058303313989,Other,60-64,Married,Town,50,2,106.44,1
7008,c-774980346637,F,85-89,Divorced,City,83,4,35.03,4
7009,c-877784920462,M,35-39,Single,City,37,5,18.35,4
7010,c-774980346637,F,15-19,Single,City,12,4,12.64,0
7011,c-876329876232,F,60-64,Married,Town,266,13,33.58,4
7012,c-806510684472,M,20-24,Single,Town,4,1,22.51,0
7013,c-886772140485,F,30-34,Single,City,54,5,21.8,4
7014,c-815497904495,F,35-39,Married,City,69,1,147.43,2
7015,c-815497904495,F,40-44,Married,City,105,1,118.93,2
7016,c-213474791871,F,40-44,Married,City,42,2,103.33,1
7017,c-877784920462,M,60-64,Married,City,131,5,39.36,4
7018,c-430835412706,F,40-44,Married,City,151,6,57.45,2
7019,c-613901442544,F,45-49,Married,City,142,7,51.54,2
7020,c-542627206554,F,50-54,Married,City,461,3,169.76,2
7021,c-341030744603,F,50-54,Married,City,163,9,36.18,4
7022,c-439822632729,M,45-49,Married,City,263,6,63.53,2
7023,c-222462011894,M,45-49,Married,City,172,2,139.75,2
7024,c-978031852818,M,40-44,Married,Town,236,8,73.79,2
7025,c-632431874657,F,45-49,Married,Town,167,12,26.76,4
7026,c-213474791871,F,35-39,Married,City,84,2,148.87,2
7027,c-703706110647,F,65-69,Divorced,City,50,8,10.14,3
7028,c-150655618403,M,25-29,Single,City,18,3,16.11,0
7029,c-886772140485,F,45-49,Widowed,City,43,5,20.57,4
7030,c-776435390867,M,40-44,Married,City,423,14,47.32,4
7031,c-774980346637,F,50-54,Married,Town,450,4,177.72,2
7032,c-714148374900,F,30-34,Single,City,51,10,8.3,3
7033,c-886772140485,F,25-29,Single,City,19,5,8.84,0
7034,c-341030744603,F,40-44,Married,City,205,9,42.95,4
7035,c-815497904495,F,25-29,Single,City,23,1,20.67,4
7036,c-613901442544,F,45-49,Divorced,City,613,7,114.23,2
7037,c-430835412706,F,65-69,Divorced,City,221,6,87.73,2
7038,c-774980346637,F,60-64,Divorced,City,248,4,149.14,2
7039,c-314814316308,Other,50-54,Married,City,30,1,170.92,1
7040,c-886772140485,F,30-34,Married,City,291,5,74.49,4
7041,c-776435390867,M,40-44,Divorced,City,354,14,58.24,2
7042,c-542627206554,F,60-64,Divorced,City,54,3,28.7,4
7043,c-222462011894,M,15-19,Single,City,4,2,12.71,0
7044,c-703706110647,F,65-69,Divorced,City,75,8,15.97,3
7045,c-430835412706,F,50-54,Married,City,260,6,100.01,2
7046,c-341030744603,F,80-84,Widowed,City,121,9,26.99,4
7047,c-877784920462,M,30-34,Married,City,177,5,46.48,4
7048,c-213474791871,F,35-39,Married,City,40,2,121.79,2
7049,c-774980346637,F,15-19,Single,City,19,4,13.23,0
7050,c-877784920462,M,50-54,Divorced,City,89,5,22.51,4
7051,c-222462011894,M,35-39,Divorced,Town,74,2,153.16,2
7052,c-815497904495,F,85-89,Divorced,City,133,1,134.3,2
7053,c-314814316308,Other,25-29,Single,City,27,1,22.41,4
7054,c-886772140485,F,90-94,Married,City,116,5,44.46,4
7055,c-774980346637,F,20-24,Single,City,76,4,22.12,4
7056,c-213474791871,F,15-19,Single,City,5,2,12.9,0
7057,c-439822632729,M,35-39,Married,City,212,6,59.63,2
7058,c-806510684472,M,20-24,Single,Town,12,1,24.96,0
7059,c-877784920462,M,50-54,Divorced,City,61,5,26.0,4
7060,c-906757616828,M,15-19,Single,City,24,4,11.85,4
7061,c-877784920462,M,50-54,Widowed,Town,56,5,24.01,4
7062,c-542627206554,F,25-29,Single,City,30,3,21.3,0
7063,c-613901442544,F,30-34,Single,City,96,7,18.09,4
7064,c-213474791871,F,30-34,Single,City,76,2,38.89,4
7065,c-222462011894,M,35-39,Single,City,137,2,157.73,4
7066,c-222462011894,M,60-64,Married,City,113,2,111.05,2
7067,c-058303313989,Other,70-74,Divorced,Town,29,2,21.11,4
7068,c-213474791871,F,55-59,Married,City,213,2,146.41,2
7069,c-603459178291,F,45-49,Married,Town,214,11,34.23,4
7070,c-532184942301,F,55-59,Married,Town,244,15,34.37,4
7071,c-714148374900,F,35-39,Married,Town,200,10,30.84,4
7072,c-542627206554,F,75-79,Married,City,91,3,104.17,1
7073,c-439822632729,M,70-74,Widowed,City,23,6,8.41,3
7074,c-222462011894,M,45-49,Divorced,City,34,2,32.25,4
7075,c-877784920462,M,55-59,Married,City,175,5,65.06,2
7076,c-806510684472,M,20-24,Married,Town,30,1,70.73,0
7077,c-886772140485,F,50-54,Single,City,63,5,21.58,4
7078,c-150655618403,M,50-54,Married,City,221,3,145.21,2
7079,c-815497904495,F,80-84,Divorced,City,28,1,32.42,4
7080,c-785432616048,Other,45-49,Married,City,135,4,132.32,1
7081,c-049306088808,M,45-49,Single,City,80,12,14.37,3
7082,c-341030744603,F,45-49,Single,City,82,9,17.06,3
7083,c-213474791871,F,75-79,Divorced,City,42,2,33.78,4
7084,c-430835412706,F,60-64,Married,City,184,6,60.65,2
7085,c-906757616828,M,40-44,Married,City,477,4,149.47,2
7086,c-058303313989,Other,20-24,Single,City,33,2,21.96,4
7087,c-806510684472,M,65-69,Married,Town,44,1,81.84,2
7088,c-430835412706,F,35-39,Divorced,City,38,6,15.25,4
7089,c-785422610890,F,80-84,Widowed,City,54,14,7.3,3
7090,c-632431874657,F,25-29,Single,City,15,12,2.49,3
7091,c-886772140485,F,25-29,Single,City,34,5,13.11,4
7092,c-886772140485,F,45-49,Married,City,297,5,81.25,2
7093,c-886772140485,F,45-49,Married,City,114,5,63.51,2
7094,c-774980346637,F,60-64,Married,City,213,4,88.38,2
7095,c-906757616828,M,35-39,Divorced,City,558,4,196.96,2
7096,c-815497904495,F,45-49,Divorced,City,2,1,39.95,1
7097,c-150655618403,M,30-34,Married,City,263,3,141.84,4
7098,c-970669382377,Other,35-39,Married,Town,104,3,114.76,2
7099,c-222462011894,M,45-49,Married,City,117,2,104.57,2
7100,c-430835412706,F,90-94,Widowed,City,73,6,22.79,4
7101,c-785432616048,Other,45-49,Married,City,296,4,131.78,2
7102,c-542627206554,F,60-64,Married,City,142,3,90.97,2
7103,c-542627206554,F,45-49,Married,City,338,3,110.41,2
7104,c-243540080318,Other,55-59,Married,City,261,5,71.62,2
7105,c-243540080318,Other,15-19,Single,Town,11,5,4.74,0
7106,c-613901442544,F,45-49,Married,City,159,7,72.88,1
7107,c-970669382377,Other,40-44,Married,City,267,3,139.86,2
7108,c-774980346637,F,70-74,Married,Town,356,4,115.91,2
7109,c-222462011894,M,15-19,Single,Town,4,2,8.63,0
7110,c-877784920462,M,50-54,Divorced,City,41,5,21.98,4
7111,c-430835412706,F,45-49,Single,City,55,6,24.34,4
7112,c-906757616828,M,50-54,Divorced,City,141,4,46.05,4
7113,c-613901442544,F,25-29,Single,Town,33,7,7.68,3
7114,c-222462011894,M,65-69,Married,City,81,2,108.41,2
7115,c-222462011894,M,40-44,Married,City,209,2,136.75,2
7116,c-295191292114,F,50-54,Single,City,107,20,11.48,3
7117,c-268301464383,M,65-69,Married,City,187,13,24.28,4
7118,c-886772140485,F,40-44,Single,City,89,5,24.72,4
7119,c-150655618403,M,35-39,Single,City,140,3,175.54,4
7120,c-877784920462,M,65-69,Widowed,Town,153,5,80.08,4
7121,c-995430766442,M,50-54,Divorced,City,19,11,3.42,3
7122,c-213474791871,F,25-29,Single,Town,17,2,21.05,0
7123,c-213474791871,F,30-34,Married,City,186,2,130.73,4
7124,c-430835412706,F,50-54,Married,Town,297,6,92.44,2
7125,c-512551912949,F,80-84,Married,City,252,16,26.69,4
7126,c-150655618403,M,25-29,Single,City,57,3,26.6,4
7127,c-213474791871,F,25-29,Single,City,15,2,22.42,0
7128,c-906757616828,M,70-74,Married,City,147,4,109.16,2
7129,c-150655618403,M,45-49,Married,City,303,3,144.13,2
7130,c-886772140485,F,75-79,Married,City,125,5,57.49,2
7131,c-542627206554,F,65-69,Married,City,247,3,114.12,2
7132,c-430835412706,F,50-54,Married,City,187,6,63.15,2
7133,c-542627206554,F,15-19,Single,Town,7,3,6.33,0
7134,c-339575700373,M,60-64,Married,City,116,9,22.09,4
7135,c-906757616828,M,50-54,Divorced,City,442,4,186.51,2
7136,c-995430766442,M,40-44,Single,City,82,11,15.86,3
7137,c-978031852818,M,40-44,Married,City,275,8,67.9,2
7138,c-705161154877,M,70-74,Divorced,City,30,10,4.86,3
7139,c-150655618403,M,30-34,Single,City,88,3,34.31,4
7140,c-995430766442,M,65-69,Divorced,Town,118,11,29.89,3
7141,c-906757616828,M,55-59,Divorced,Town,138,4,41.55,4
7142,c-774980346637,F,15-19,Single,City,12,4,6.16,0
7143,c-603459178291,F,25-29,Single,City,59,11,8.93,3
7144,c-876329876232,F,60-64,Married,Town,197,13,28.81,4
7145,c-815497904495,F,60-64,Married,City,20,1,120.87,1
7146,c-774980346637,F,25-29,Married,City,224,4,92.67,4
7147,c-222462011894,M,25-29,Single,Town,21,2,16.36,4
7148,c-978031852818,M,55-59,Divorced,Town,48,8,16.09,3
7149,c-806510684472,M,65-69,Married,Town,21,1,83.28,1
7150,c-714148374900,F,80-84,Widowed,City,221,10,33.63,3
7151,c-613901442544,F,15-19,Single,City,23,7,7.58,0
7152,c-815497904495,F,15-19,Single,Town,10,1,13.75,4
7153,c-906757616828,M,30-34,Married,Town,338,4,149.69,4
7154,c-970669382377,Other,35-39,Married,City,61,3,142.08,2
7155,c-213474791871,F,60-64,Divorced,City,10,2,24.79,1
7156,c-150655618403,M,35-39,Married,City,283,3,149.45,2
7157,c-632431874657,F,85-89,Single,City,54,12,7.85,4
7158,c-886772140485,F,45-49,Married,City,124,5,80.02,1
7159,c-877784920462,M,45-49,Married,Town,238,5,83.15,2
7160,c-906757616828,M,80-84,Divorced,City,44,4,29.07,4
7161,c-439822632729,M,40-44,Married,City,102,6,89.83,1
7162,c-632431874657,F,90-94,Married,City,72,12,12.68,4
7163,c-542627206554,F,20-24,Single,Town,30,3,23.98,0
7164,c-995430766442,M,50-54,Married,City,200,11,32.93,4
7165,c-603459178291,F,45-49,Married,Town,203,11,38.1,4
7166,c-213474791871,F,65-69,Married,City,139,2,98.07,2
7167,c-613901442544,F,40-44,Married,City,238,7,67.26,2
7168,c-705161154877,M,75-79,Married,Town,101,10,21.93,4
